stdDay,Susceptible,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma,Omicron_Infected,Omicron_Recovered,Omicron_Dead,Omicron_alpha,Omicron_beta,Omicron_gamma
2021-04-12,3308441,0.34,0.0,0.0,0.883203706199136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,3308426,0.64,0.0,0.0,0.8445673732010328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,3308399,1.1800000000000002,0.0,0.0,0.40717704714371517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,3308375,1.6600000000000001,0.0,0.0,0.5306422100538019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,3308331,2.54,0.0,0.0,0.2995110575499952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,3308293,3.3,0.0,0.0,0.4064703129103411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,3308226,4.640000000000001,0.0,0.0,0.15101734413257883,0.07327586206896551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,3308191,5.0,0.34,0.0,0.11612062181415765,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,3308162,5.28,0.64,0.0,0.15546588393961802,0.10227272727272729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,3308121,5.5600000000000005,1.1800000000000002,0.0,0.20885445851100515,0.08633093525179855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,3308063,6.24,1.6600000000000001,0.0,0.20214086646894153,0.141025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,3308000,6.62,2.54,0.0,0.15727213712432006,0.11480362537764346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,3307948,6.8999999999999995,3.3,0.0,0.13058000596297686,0.19420289855072476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,3307903,6.459999999999999,4.640000000000001,0.0,0.17976893462184804,0.10835913312693489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,3307874,6.92,5.34,0.0,0.16203353580916743,0.08381502890173412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,3307846,7.460000000000001,5.92,0.0,0.295243612352199,0.10991957104557644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,3307791,8.84,6.74,0.0,0.17214531236469496,0.13122171945701358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,3307753,9.200000000000001,7.9,0.0,0.16105816822792834,0.1369565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,3307716,9.420000000000002,9.16,0.0,0.18280634664735615,0.11040339702760074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,3307673,10.100000000000001,10.2,0.0,0.24187324083088374,0.08910891089108913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,3307612,11.640000000000002,11.1,0.0,0.1513864719744051,0.09965635738831614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,3307568,12.24,12.26,0.0,0.11779157588258911,0.0882352941176472,0.0032679738562091504,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,3307532,12.56,13.340000000000002,0.04,0.08609382452470132,0.17197452229299348,0.003184713375796178,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,3307505,11.44,15.5,0.08,0.059514709516901514,0.13286713286713314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,3307488,10.599999999999998,17.020000000000003,0.08,0.12090597581939631,0.13962264150943404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,3307456,10.399999999999999,18.500000000000004,0.08,0.14248732723416893,0.1653846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
