stdDay,Susceptible,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma,Omicron_Infected,Omicron_Recovered,Omicron_Dead,Omicron_alpha,Omicron_beta,Omicron_gamma
2021-04-12,1438670,0.08,0.0,0.0,2.253500107738397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,1438661,0.26,0.0,0.0,0.38521610345688434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,1438656,0.36,0.0,0.0,0.2225700777515805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,1438652,0.44,0.0,0.0,0.5007840673074517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,1438641,0.66,0.0,0.0,0.12140312638908188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,1438637,0.74,0.0,0.0,0.3519059866894658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,1438624,1.0,0.0,0.0,0.2203492781991681,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,1438613,1.14,0.08,0.0,0.07028738853130967,0.15789473684210528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,1438609,1.04,0.26,0.0,0.327445523365332,0.09615384615384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,1438592,1.2800000000000002,0.36,0.0,0.14085139323727644,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,1438583,1.3800000000000001,0.44,0.0,0.232258822885366,0.15942028985507248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,1438567,1.48,0.66,0.0,0.20303256361778485,0.05405405405405403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,1438552,1.7,0.74,0.0,0.09427178898519852,0.15294117647058825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,1438544,1.6,1.0,0.0,0.3756162480952963,0.13749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,1438529,1.9800000000000002,1.22,0.0,0.12141257851007183,0.030303030303030328,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,1438523,2.1399999999999997,1.28,0.02,0.2246709421795893,0.15887850467289727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,1438511,2.28,1.62,0.02,0.14058474474952642,0.07894736842105261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,1438503,2.42,1.8,0.02,0.06622623979796996,0.13223140495867772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,1438499,2.2600000000000002,2.12,0.02,0.07091502033766305,0.1327433628318583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,1438495,2.1200000000000006,2.42,0.02,0.2834936172481629,0.0754716981132076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,1438480,2.56,2.58,0.02,0.07825686662310216,0.23437500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,1438475,2.16,3.18,0.02,0.07419936107747853,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,1438471,2.0800000000000005,3.42,0.02,0.15410679384301373,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,1438463,1.92,3.9,0.02,0.1669499551488869,0.16666666666666705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,1438455,1.92,4.220000000000001,0.02,0.43824606956769585,0.08333333333333341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,1438434,2.5999999999999996,4.380000000000001,0.02,0.07705537892115798,0.061538461538461604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,1438429,2.6399999999999997,4.540000000000001,0.02,0.09106576436072714,0.22727272727272715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,1438423,2.2800000000000002,5.140000000000001,0.02,0.11862563523057067,0.0877192982456141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,1438414,2.3499999999999996,5.340000000000001,0.02,0.30691420210480647,0.0680851063829788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,1438390,2.9099999999999993,5.500000000000001,0.02,0.22720115983054653,0.10996563573883143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,1438368,3.25,5.82,0.02,0.2126826043875366,0.09846153846153854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,1438345,3.619999999999999,6.140000000000001,0.02,0.09132266021900672,0.23204419889502764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,1438334,3.1099999999999994,6.98,0.02,0.10629921486915707,0.06430868167202579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,1438323,3.2399999999999993,7.180000000000001,0.02,0.12986260413715864,0.07407407407407415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,1438309,3.419999999999999,7.420000000000001,0.02,0.23727007493558508,0.07894736842105253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,1438282,3.96,7.69,0.02,0.08348548244827278,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,1438271,3.5700000000000003,8.41,0.02,0.03367507399714043,0.18487394957983197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-19,1438267,3.0299999999999994,9.07,0.02,0.14878756004536184,0.22772277227722762,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,1438252,2.790000000000001,9.76,0.02,0.1400430851560282,0.11827956989247311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,1438239,2.8499999999999996,10.09,0.02,0.15818774867993723,0.11578947368421057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,1438224,2.9700000000000006,10.42,0.02,0.09107874459307892,0.14141414141414135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,1438215,2.8200000000000003,10.84,0.02,0.17053148254622066,0.2872340425531916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,1438199,2.49,11.65,0.02,0.2534886231580952,0.13253012048192772,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,1438178,2.789999999999999,11.98,0.02,0.22623508535149703,0.043010752688171776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-26,1438157,3.3000000000000007,12.1,0.02,0.13662448157291207,0.13636363636363666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-27,1438142,3.299999999999999,12.55,0.02,0.07286715017773565,0.11818181818181786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-28,1438134,3.1500000000000004,12.94,0.02,0.08587961900629565,0.14285714285714318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-29,1438125,2.969999999999999,13.39,0.02,0.0910850144206077,0.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-30,1438116,2.969999999999999,13.66,0.02,0.13156806642450364,0.16161616161616182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,1438103,2.879999999999999,14.14,0.02,0.05218492115423352,0.21874999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,1438098,2.400000000000002,14.77,0.02,0.06262212310982973,0.26250000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-02,1438093,1.92,15.4,0.02,0.06262234083609335,0.23437499999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,1438089,1.5900000000000016,15.85,0.02,0.13233437135920287,0.15094339622641506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04,1438082,1.5599999999999987,16.09,0.02,0.17341703955471477,0.17307692307692293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-05,1438073,1.5600000000000023,16.36,0.02,0.03853736108079241,0.17307692307692255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-06,1438071,1.3500000000000014,16.63,0.02,0.41563315384649624,0.28888888888888903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,1438067,1.5199999999999996,17.02,0.02,0.09228722342305042,0.09868421052631722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,1438066,1.509999999999998,17.17,0.02,0.6502892318134823,0.09933774834437005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,1438059,2.34,17.32,0.02,0.23979035892177153,0.05128205128205171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-10,1438055,2.7799999999999976,17.44,0.02,0.050459622358126704,0.07553956834532284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,1438054,2.710000000000001,17.65,0.02,0.3623413040286499,0.09963099630996422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-12,1438047,3.419999999999998,17.92,0.02,0.12305134257439976,0.017543859649122442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
